quote_data_for_nifi.tr_date,quote_data_for_nifi.tr_time,quote_data_for_nifi.bid_price,quote_data_for_nifi.bid_size,quote_data_for_nifi.ask_price,quote_data_for_nifi.ask_size,quote_data_for_nifi.market_flag,quote_data_for_nifi.quote_condition,quote_data_for_nifi.contract_commodity,quote_data_for_nifi.contract_month,quote_data_for_nifi.contract_year,quote_data_for_nifi.contract_expiry_date,quote_data_for_nifi.symbol,quote_data_for_nifi.tr_year,quote_data_for_nifi.tr_month
2017-01-17,2017-01-17 05:00:34.125,53.95,61,53.97,3,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:20.85,53.79,33,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.125,53.95,61,53.97,5,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:20.85,53.79,32,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.125,53.95,61,53.97,7,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:20.85,53.79,32,53.81,38,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.125,53.96,1,53.97,7,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:20.85,53.79,32,53.81,37,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.125,53.96,1,53.97,8,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:20.85,53.79,33,53.81,37,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.125,53.96,1,53.97,9,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:20.852,53.79,33,53.81,35,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.13,53.96,1,53.97,10,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:20.852,53.8,1,53.81,35,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.13,53.96,1,53.97,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:20.857,53.8,1,53.81,34,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.13,53.96,1,53.97,14,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:20.857,53.8,1,53.81,35,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.13,53.96,1,53.97,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:20.857,53.8,1,53.81,34,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.13,53.95,55,53.97,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.176,53.8,3,53.81,34,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.13,53.95,56,53.97,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.279,53.8,3,53.81,30,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.133,53.95,55,53.97,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.279,53.8,4,53.81,30,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.133,53.95,54,53.97,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.279,53.8,4,53.81,29,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.133,53.95,53,53.97,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.279,53.8,4,53.81,28,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.133,53.95,53,53.97,14,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.279,53.8,4,53.81,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.133,53.95,52,53.97,14,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.282,53.8,4,53.81,26,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.137,53.95,52,53.97,15,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.332,53.8,4,53.81,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.137,53.95,50,53.97,15,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.337,53.8,3,53.81,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.137,53.95,49,53.97,15,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.521,53.8,1,53.81,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.137,53.95,49,53.97,16,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.521,53.8,1,53.81,29,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.148,53.95,50,53.97,16,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.521,53.79,19,53.81,29,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.16,53.95,50,53.97,15,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.521,53.79,19,53.81,30,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.16,53.95,51,53.97,15,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.525,53.79,19,53.81,32,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.16,53.95,51,53.97,17,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.525,53.79,19,53.81,37,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.184,53.95,52,53.97,17,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.525,53.79,14,53.81,37,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.195,53.95,52,53.97,15,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.525,53.79,13,53.81,37,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.195,53.95,52,53.97,14,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.525,53.79,13,53.81,38,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.195,53.95,52,53.97,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.525,53.79,13,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.229,53.95,53,53.97,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.525,53.79,12,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.296,53.95,52,53.97,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.525,53.79,12,53.81,40,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.296,53.95,51,53.97,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.525,53.79,11,53.81,40,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.301,53.95,51,53.97,15,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.531,53.79,12,53.81,40,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.301,53.95,51,53.97,16,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.531,53.79,14,53.81,40,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.301,53.95,51,53.97,17,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.531,53.79,12,53.81,40,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.356,53.95,51,53.97,19,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.531,53.79,11,53.81,40,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.356,53.95,51,53.97,18,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.531,53.79,11,53.81,42,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.361,53.95,51,53.97,20,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.694,53.79,11,53.81,41,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.361,53.95,48,53.97,20,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.734,53.79,11,53.81,40,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.399,53.95,48,53.96,4,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.734,53.79,11,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.399,53.95,45,53.96,4,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.818,53.79,11,53.8,7,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.399,53.95,45,53.97,21,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.818,53.79,8,53.8,7,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.399,53.95,45,53.97,22,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.818,53.79,8,53.8,8,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.399,53.95,43,53.97,22,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.818,53.79,8,53.8,9,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.399,53.95,38,53.97,22,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.818,53.79,8,53.8,11,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.399,53.95,39,53.97,22,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.821,53.79,8,53.8,12,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.399,53.95,40,53.97,22,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.821,53.79,5,53.8,12,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.399,53.95,40,53.97,23,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.822,53.79,5,53.8,17,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.399,53.95,40,53.97,22,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.822,53.79,4,53.8,17,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.399,53.95,43,53.97,22,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.822,53.79,3,53.8,17,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.431,53.95,41,53.97,22,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.826,53.79,2,53.8,17,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.476,53.95,41,53.97,23,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.87,53.79,1,53.8,17,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.612,53.95,41,53.97,22,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.87,53.79,1,53.8,18,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.612,53.95,44,53.97,22,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.87,53.79,1,53.8,20,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.612,53.95,44,53.97,20,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.87,53.79,1,53.8,21,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.612,53.95,43,53.97,20,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.87,53.79,1,53.8,22,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,42,53.97,20,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.87,53.79,1,53.8,23,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,42,53.97,21,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.87,53.78,25,53.8,23,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,42,53.97,22,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.875,53.78,25,53.8,24,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,42,53.97,23,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.875,53.78,25,53.8,25,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,42,53.97,24,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.875,53.78,25,53.8,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,39,53.97,24,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.885,53.78,26,53.8,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,39,53.97,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.924,53.78,36,53.8,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,39,53.97,29,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.969,53.78,40,53.8,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,39,53.97,30,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:21.989,53.78,41,53.8,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,38,53.97,30,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.009,53.78,40,53.8,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,37,53.97,30,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.009,53.78,39,53.8,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,36,53.97,30,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.06,53.78,40,53.8,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,35,53.97,30,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,40,53.8,17,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,34,53.97,30,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,44,53.8,17,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.78,53.95,33,53.97,30,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,44,53.8,16,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.801,53.95,33,53.97,31,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,46,53.8,16,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.801,53.95,34,53.97,31,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,46,53.8,15,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.801,53.95,34,53.97,29,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,46,53.8,14,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.801,53.95,35,53.97,29,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,49,53.8,14,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.807,53.95,38,53.97,29,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,49,53.8,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.807,53.95,38,53.97,28,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,50,53.8,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.807,53.95,38,53.97,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,51,53.8,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.812,53.95,38,53.97,25,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,53,53.8,13,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.812,53.95,38,53.97,24,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,53,53.8,12,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.812,53.95,38,53.97,21,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,54,53.8,12,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.812,53.95,39,53.97,21,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,53,53.8,12,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.816,53.95,39,53.97,20,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.78,53,53.8,9,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.882,53.95,40,53.97,20,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.79,1,53.8,9,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:34.9,53.95,40,53.97,19,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.113,53.79,2,53.8,9,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.048,53.95,40,53.97,18,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.117,53.79,2,53.8,7,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.151,53.95,40,53.97,17,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.117,53.79,4,53.8,7,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.151,53.95,40,53.97,18,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.117,53.79,3,53.8,7,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.151,53.95,40,53.97,17,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.117,53.79,4,53.8,7,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.157,53.95,40,53.97,18,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.117,53.79,5,53.8,7,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.17,53.95,37,53.97,18,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.117,53.79,6,53.8,7,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.178,53.95,37,53.97,19,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.117,53.79,6,53.8,4,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.178,53.95,37,53.97,20,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.121,53.79,6,53.8,2,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.178,53.95,36,53.97,20,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.121,53.79,6,53.8,1,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.215,53.95,36,53.97,21,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.121,53.79,6,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.24,53.95,36,53.97,23,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.125,53.79,8,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.24,53.95,36,53.97,25,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.125,53.79,9,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.24,53.95,35,53.97,25,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.125,53.79,10,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.252,53.95,35,53.97,26,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.128,53.79,11,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.552,53.95,34,53.97,26,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.128,53.79,12,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.552,53.95,33,53.97,26,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.128,53.79,10,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.552,53.95,33,53.97,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.128,53.79,9,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.552,53.95,32,53.97,27,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.128,53.79,12,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-17,2017-01-17 05:00:35.856,53.95,32,53.97,26,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
2017-01-03,2017-01-03 11:43:22.128,53.79,11,53.81,39,E,,Nymex_WTI,3,2017,2017-02-21,CL,2017,1
